Random Walk,Best Improvement,First Improvement - Random Search,First Improvement - Any Conflict,Simulated Annealing,Algoritmo Genético,DSATUR
0.21887469291687012,5.6585962772369385,0.21235060691833496,1.8411331176757812,0.21679329872131348,213.52921080589294,0.005082607269287109
0.20444226264953613,130.35039448738098,0.19181442260742188,1.690706491470337,0.19594454765319824,211.24651050567627,0.0050199031829833984
0.2112290859222412,5.691267251968384,0.20824146270751953,1.8272366523742676,0.21368813514709473,212.51864361763,0.005224704742431641
0.21125340461730957,136.29178667068481,0.20891046524047852,1.8124725818634033,0.210723876953125,214.67873787879944,0.005318641662597656
0.21349716186523438,133.28884935379028,0.19379615783691406,0.15842986106872559,0.198073148727417,214.61442184448242,0.0048944950103759766
0.2012650966644287,131.70042300224304,0.19223475456237793,1.679438829421997,0.1952040195465088,214.81752610206604,0.005419731140136719
0.20285916328430176,136.84391856193542,0.20119071006774902,1.7526142597198486,0.20295977592468262,211.43784141540527,0.004983425140380859
0.2005302906036377,131.27222990989685,0.20448732376098633,1.7610492706298828,0.20700311660766602,211.86421418190002,0.005602359771728516
0.20595192909240723,131.76840496063232,0.20151472091674805,0.15839219093322754,0.2052018642425537,212.22491073608398,0.005185842514038086
0.21056509017944336,4.798666954040527,0.20076394081115723,0.13088583946228027,0.20470929145812988,211.10624885559082,0.004804372787475586
0.19739031791687012,136.53098440170288,0.2070939540863037,0.1342916488647461,0.21195101737976074,210.03571915626526,0.005127668380737305
0.20250439643859863,129.75866293907166,0.19100189208984375,1.6709980964660645,0.19983625411987305,208.4876744747162,0.005076169967651367
0.2106626033782959,6.117487907409668,0.1946408748626709,1.7019872665405273,0.19931960105895996,212.7992992401123,0.004944324493408203
0.20462799072265625,130.776225566864,0.21154069900512695,0.14911627769470215,0.21285653114318848,211.29653930664062,0.005178928375244141
0.21178674697875977,132.8465518951416,0.2076587677001953,1.810448169708252,0.21004366874694824,210.56083416938782,0.00518035888671875
0.2121412754058838,6.2959349155426025,0.20891475677490234,0.17134594917297363,0.21125316619873047,211.55077528953552,0.005748748779296875
0.2168865203857422,6.103470802307129,0.21410632133483887,1.9008402824401855,0.22136330604553223,213.78972363471985,0.00464320182800293
0.19544076919555664,134.59104466438293,0.21122264862060547,0.12685298919677734,0.21349740028381348,212.51145887374878,0.0058743953704833984
0.20907807350158691,6.16456151008606,0.2008500099182129,0.14500999450683594,0.20956969261169434,211.55991768836975,0.004822969436645508
0.1941368579864502,6.401768445968628,0.1988077163696289,1.7324700355529785,0.20422649383544922,212.52106881141663,0.0049784183502197266
0.2034616470336914,129.98064351081848,0.2123875617980957,1.8214597702026367,0.2121868133544922,211.85043287277222,0.005103588104248047
0.2086954116821289,133.38806891441345,0.20824170112609863,1.8221077919006348,0.21064400672912598,212.93978929519653,0.005060911178588867
0.20278525352478027,130.3752110004425,0.20024919509887695,0.1559298038482666,0.20357537269592285,211.24712657928467,0.0047130584716796875
0.19899845123291016,134.30514335632324,0.19533109664916992,1.6955959796905518,0.20613598823547363,212.42822980880737,0.0047338008880615234
0.19759297370910645,5.7505457401275635,0.1923198699951172,0.13354206085205078,0.2003922462463379,210.5440752506256,0.005193471908569336
0.20222759246826172,131.67584538459778,0.20791268348693848,1.8198182582855225,0.21393227577209473,210.5655860900879,0.004779338836669922
0.2028806209564209,133.611576795578,0.19317078590393066,1.685682773590088,0.197312593460083,211.8663592338562,0.005056142807006836
0.20389223098754883,130.7522931098938,0.1921546459197998,1.6756103038787842,0.19643521308898926,211.4701235294342,0.004738330841064453
0.19476008415222168,133.10379648208618,0.20912909507751465,0.14530515670776367,0.21155047416687012,210.43017840385437,0.005289554595947266
0.21184134483337402,130.86603021621704,0.20024371147155762,0.23724818229675293,0.2011582851409912,211.8876187801361,0.0056459903717041016
